country,points,price,log_price
France,89,42,3.7376696182833684
US,89,28,3.332204510175204
US,89,55,4.007333185232471
Argentina,89,18,2.8903717578961645
Italy,89,25,3.2188758248682006
France,89,35,3.5553480614894135
France,89,32,3.4657359027997265
Italy,89,17,2.833213344056216
Argentina,89,25,3.2188758248682006
Germany,89,18,2.8903717578961645
France,89,45,3.8066624897703196
France,89,18,2.8903717578961645
US,89,30,3.4011973816621555
US,89,25,3.2188758248682006
US,88,30,3.4011973816621555
France,88,84,4.430816798843313
Spain,88,16,2.772588722239781
France,88,35,3.5553480614894135
Germany,88,17,2.833213344056216
France,88,20,2.995732273553991
France,88,58,4.060443010546419
Argentina,88,17,2.833213344056216
Italy,88,16,2.772588722239781
US,88,35,3.5553480614894135
US,88,25,3.2188758248682006
France,88,55,4.007333185232471
France,88,65,4.174387269895637
US,88,24,3.1780538303479458
US,88,24,3.1780538303479458
Italy,88,35,3.5553480614894135
US,88,23,3.1354942159291497
US,88,22,3.091042453358316
Italy,88,15,2.70805020110221
Argentina,88,26,3.258096538021482
US,88,26,3.258096538021482
US,88,22,3.091042453358316
Spain,88,22,3.091042453358316
Italy,88,25,3.2188758248682006
US,88,30,3.4011973816621555
France,88,45,3.8066624897703196
Italy,88,17,2.833213344056216
US,90,28,3.332204510175204
US,90,36,3.58351893845611
Italy,90,30,3.4011973816621555
Spain,90,54,3.9889840465642745
Italy,90,60,4.0943445622221
France,90,25,3.2188758248682006
Australia,90,38,3.6375861597263857
US,90,125,4.8283137373023015
Spain,90,71,4.2626798770413155
US,90,52,3.9512437185814275
Portugal,90,33,3.4965075614664802
Italy,90,50,3.912023005428146
Italy,90,60,4.0943445622221
US,90,38,3.6375861597263857
US,90,24,3.1780538303479458
US,85,25,3.2188758248682006
Argentina,85,10,2.302585092994046
France,85,15,2.70805020110221
Argentina,85,16,2.772588722239781
US,85,15,2.70805020110221
Argentina,85,12,2.4849066497880004
US,85,44,3.784189633918261
Argentina,85,11,2.3978952727983707
Argentina,85,10,2.302585092994046
Italy,85,23,3.1354942159291497
US,85,9,2.1972245773362196
Argentina,85,12,2.4849066497880004
Italy,85,24,3.1780538303479458
Spain,85,10,2.302585092994046
France,85,15,2.70805020110221
Argentina,85,7,1.9459101490553132
US,85,13,2.5649493574615367
US,85,32,3.4657359027997265
US,85,20,2.995732273553991
France,85,30,3.4011973816621555
France,85,25,3.2188758248682006
US,85,25,3.2188758248682006
France,85,21,3.044522437723423
France,85,22,3.091042453358316
US,85,15,2.70805020110221
France,85,13,2.5649493574615367
Italy,82,7,1.9459101490553132
US,82,25,3.2188758248682006
Argentina,82,14,2.6390573296152584
US,82,150,5.0106352940962555
Italy,82,16,2.772588722239781
Italy,82,15,2.70805020110221
Spain,82,10,2.302585092994046
US,82,15,2.70805020110221
US,82,10,2.302585092994046
Italy,82,14,2.6390573296152584
Argentina,82,30,3.4011973816621555
Portugal,82,7,1.9459101490553132
US,82,22,3.091042453358316
US,82,12,2.4849066497880004
Italy,82,15,2.70805020110221
Italy,82,22,3.091042453358316
US,82,45,3.8066624897703196
US,82,15,2.70805020110221
Argentina,82,15,2.70805020110221
US,82,20,2.995732273553991
Argentina,82,34,3.5263605246161616
Italy,82,17,2.833213344056216
US,82,17,2.833213344056216
Italy,82,13,2.5649493574615367
US,82,25,3.2188758248682006
Spain,82,11,2.3978952727983707
Italy,82,15,2.70805020110221
Italy,94,43,3.7612001156935624
US,94,150,5.0106352940962555
Italy,94,55,4.007333185232471
Portugal,94,55,4.007333185232471
Portugal,94,45,3.8066624897703196
US,94,30,3.4011973816621555
Portugal,94,65,4.174387269895637
France,94,90,4.499809670330265
US,94,70,4.248495242049359
Italy,94,50,3.912023005428146
Australia,94,54,3.9889840465642745
US,94,75,4.31748811353631
Germany,94,154,5.0369526024136295
Germany,94,133,4.890349128221754
Portugal,94,13,2.5649493574615367
US,94,45,3.8066624897703196
US,93,100,4.605170185988092
Germany,93,91,4.51085950651685
France,93,50,3.912023005428146
France,93,30,3.4011973816621555
US,93,60,4.0943445622221
Italy,93,35,3.5553480614894135
US,93,85,4.442651256490317
Portugal,93,36,3.58351893845611
US,93,80,4.382026634673881
Australia,93,37,3.6109179126442243
US,92,55,4.007333185232471
US,92,25,3.2188758248682006
US,92,60,4.0943445622221
Austria,92,20,2.995732273553991
US,92,26,3.258096538021482
Austria,92,67,4.204692619390966
US,92,50,3.912023005428146
Spain,92,109,4.6913478822291435
Austria,92,22,3.091042453358316
US,92,65,4.174387269895637
Austria,92,39,3.6635616461296463
Austria,92,43,3.7612001156935624
US,92,24,3.1780538303479458
France,92,21,3.044522437723423
Austria,92,50,3.912023005428146
US,92,65,4.174387269895637
Italy,92,61,4.110873864173311
Austria,92,55,4.007333185232471
US,92,16,2.772588722239781
France,92,70,4.248495242049359
Spain,92,50,3.912023005428146
US,92,36,3.58351893845611
US,92,40,3.6888794541139363
Austria,92,35,3.5553480614894135
Austria,92,40,3.6888794541139363
Austria,92,28,3.332204510175204
Italy,92,61,4.110873864173311
US,92,45,3.8066624897703196
Spain,87,18,2.8903717578961645
US,87,38,3.6375861597263857
US,87,22,3.091042453358316
US,87,35,3.5553480614894135
Italy,87,55,4.007333185232471
US,87,42,3.7376696182833684
France,87,12,2.4849066497880004
France,87,12,2.4849066497880004
US,87,15,2.70805020110221
France,87,12,2.4849066497880004
US,87,17,2.833213344056216
US,87,26,3.258096538021482
US,87,14,2.6390573296152584
US,87,39,3.6635616461296463
Spain,87,16,2.772588722239781
US,87,25,3.2188758248682006
Spain,87,14,2.6390573296152584
US,87,44,3.784189633918261
US,87,25,3.2188758248682006
Italy,87,19,2.9444389791664403
France,87,12,2.4849066497880004
France,87,13,2.5649493574615367
France,87,12,2.4849066497880004
France,87,14,2.6390573296152584
US,87,20,2.995732273553991
US,87,30,3.4011973816621555
US,87,26,3.258096538021482
France,87,22,3.091042453358316
Italy,87,50,3.912023005428146
US,87,13,2.5649493574615367
Argentina,85,8,2.0794415416798357
US,85,8,2.0794415416798357
Argentina,85,20,2.995732273553991
US,85,14,2.6390573296152584
US,85,30,3.4011973816621555
US,85,28,3.332204510175204
Argentina,85,14,2.6390573296152584
US,85,18,2.8903717578961645
Argentina,85,9,2.1972245773362196
Chile,85,13,2.5649493574615367
US,85,35,3.5553480614894135
Argentina,85,15,2.70805020110221
US,85,16,2.772588722239781
Chile,85,10,2.302585092994046
US,85,28,3.332204510175204
US,85,20,2.995732273553991
US,85,18,2.8903717578961645
US,85,40,3.6888794541139363
US,85,18,2.8903717578961645
US,85,20,2.995732273553991
France,85,20,2.995732273553991
US,85,30,3.4011973816621555
Italy,85,10,2.302585092994046
US,85,22,3.091042453358316
Argentina,85,10,2.302585092994046
US,85,22,3.091042453358316
US,85,10,2.302585092994046
Italy,85,13,2.5649493574615367
France,85,24,3.1780538303479458
France,90,22,3.091042453358316
Argentina,90,25,3.2188758248682006
US,90,65,4.174387269895637
US,90,55,4.007333185232471
Italy,90,70,4.248495242049359
Germany,90,22,3.091042453358316
US,90,60,4.0943445622221
US,90,36,3.58351893845611
US,90,35,3.5553480614894135
France,90,22,3.091042453358316
Argentina,90,25,3.2188758248682006
US,90,32,3.4657359027997265
US,90,19,2.9444389791664403
US,90,40,3.6888794541139363
France,90,22,3.091042453358316
Italy,90,22,3.091042453358316
Portugal,90,22,3.091042453358316
US,90,25,3.2188758248682006
Spain,90,28,3.332204510175204
US,90,32,3.4657359027997265
Italy,89,24,3.1780538303479458
US,89,80,4.382026634673881
Italy,89,95,4.553876891600541
Spain,85,13,2.5649493574615367
US,85,25,3.2188758248682006
US,85,52,3.9512437185814275
US,85,28,3.332204510175204
US,85,40,3.6888794541139363
US,85,20,2.995732273553991
US,85,41,3.713572066704308
US,85,20,2.995732273553991
Italy,85,23,3.1354942159291497
Spain,85,8,2.0794415416798357
US,85,90,4.499809670330265
Germany,85,39,3.6635616461296463
US,85,24,3.1780538303479458
US,85,26,3.258096538021482
US,85,30,3.4011973816621555
US,92,25,3.2188758248682006
US,92,28,3.332204510175204
US,92,28,3.332204510175204
Austria,92,39,3.6635616461296463
US,92,75,4.31748811353631
Austria,92,40,3.6888794541139363
Spain,92,30,3.4011973816621555
France,92,31,3.4339872044851463
Spain,92,28,3.332204510175204
Spain,92,28,3.332204510175204
Spain,92,45,3.8066624897703196
US,92,25,3.2188758248682006
France,92,20,2.995732273553991
Italy,92,76,4.330733340286331
Austria,92,24,3.1780538303479458
US,92,45,3.8066624897703196
US,92,70,4.248495242049359
US,92,25,3.2188758248682006
US,92,40,3.6888794541139363
US,92,40,3.6888794541139363
US,92,100,4.605170185988092
US,92,25,3.2188758248682006
Austria,92,20,2.995732273553991
Spain,92,100,4.605170185988092
Austria,92,25,3.2188758248682006
Australia,87,21,3.044522437723423
US,87,28,3.332204510175204
US,87,64,4.1588830833596715
US,87,10,2.302585092994046
US,87,10,2.302585092994046
US,87,15,2.70805020110221
Chile,87,16,2.772588722239781
Spain,87,28,3.332204510175204
US,87,25,3.2188758248682006
US,87,54,3.9889840465642745
US,87,50,3.912023005428146
US,87,36,3.58351893845611
Italy,87,18,2.8903717578961645
Portugal,87,11,2.3978952727983707
Italy,87,19,2.9444389791664403
Portugal,87,11,2.3978952727983707
Portugal,87,15,2.70805020110221
Italy,87,16,2.772588722239781
US,87,24,3.1780538303479458
Italy,87,25,3.2188758248682006
France,87,19,2.9444389791664403
Chile,87,14,2.6390573296152584
France,87,24,3.1780538303479458
France,87,48,3.871201010907891
France,87,13,2.5649493574615367
US,87,42,3.7376696182833684
US,87,34,3.5263605246161616
US,87,13,2.5649493574615367
US,87,45,3.8066624897703196
Italy,88,25,3.2188758248682006
Australia,88,19,2.9444389791664403
Italy,88,26,3.258096538021482
Spain,88,110,4.700480365792417
US,87,40,3.6888794541139363
US,87,21,3.044522437723423
Argentina,87,12,2.4849066497880004
Italy,87,18,2.8903717578961645
US,87,49,3.8918202981106265
US,87,40,3.6888794541139363
Australia,87,15,2.70805020110221
US,87,29,3.367295829986474
Australia,87,17,2.833213344056216
Argentina,87,10,2.302585092994046
Australia,87,35,3.5553480614894135
US,87,20,2.995732273553991
France,87,28,3.332204510175204
Argentina,87,14,2.6390573296152584
Spain,87,199,5.293304824724492
Italy,87,22,3.091042453358316
US,87,18,2.8903717578961645
US,90,19,2.9444389791664403
US,90,19,2.9444389791664403
US,90,19,2.9444389791664403
US,90,15,2.70805020110221
US,90,18,2.8903717578961645
Italy,90,20,2.995732273553991
US,90,22,3.091042453358316
US,90,55,4.007333185232471
US,90,30,3.4011973816621555
US,90,22,3.091042453358316
US,90,20,2.995732273553991
US,90,65,4.174387269895637
US,90,55,4.007333185232471
US,90,45,3.8066624897703196
Spain,90,40,3.6888794541139363
US,90,30,3.4011973816621555
Spain,90,25,3.2188758248682006
France,90,30,3.4011973816621555
France,90,25,3.2188758248682006
US,90,20,2.995732273553991
Italy,85,20,2.995732273553991
US,85,26,3.258096538021482
Chile,85,10,2.302585092994046
Chile,85,9,2.1972245773362196
Italy,85,17,2.833213344056216
Italy,85,16,2.772588722239781
US,85,15,2.70805020110221
Austria,85,18,2.8903717578961645
Italy,85,20,2.995732273553991
US,85,14,2.6390573296152584
US,85,28,3.332204510175204
Italy,85,14,2.6390573296152584
US,85,35,3.5553480614894135
Chile,85,23,3.1354942159291497
Italy,85,13,2.5649493574615367
Italy,85,13,2.5649493574615367
US,85,26,3.258096538021482
Chile,85,15,2.70805020110221
Chile,85,15,2.70805020110221
Chile,85,11,2.3978952727983707
US,85,26,3.258096538021482
Italy,85,15,2.70805020110221
Italy,85,35,3.5553480614894135
France,87,39,3.6635616461296463
France,87,14,2.6390573296152584
US,87,18,2.8903717578961645
Spain,87,15,2.70805020110221
Spain,87,18,2.8903717578961645
US,87,18,2.8903717578961645
Spain,87,12,2.4849066497880004
US,87,48,3.871201010907891
US,87,22,3.091042453358316
US,87,24,3.1780538303479458
Italy,87,14,2.6390573296152584
US,87,15,2.70805020110221
US,87,28,3.332204510175204
US,87,60,4.0943445622221
US,87,45,3.8066624897703196
US,87,45,3.8066624897703196
France,87,9,2.1972245773362196
Italy,87,15,2.70805020110221
US,87,50,3.912023005428146
Spain,87,15,2.70805020110221
Italy,88,29,3.367295829986474
Argentina,88,15,2.70805020110221
Italy,88,23,3.1354942159291497
US,88,18,2.8903717578961645
Italy,88,15,2.70805020110221
Italy,88,24,3.1780538303479458
Italy,88,15,2.70805020110221
France,88,16,2.772588722239781
Italy,88,23,3.1354942159291497
Italy,88,20,2.995732273553991
Italy,88,20,2.995732273553991
Italy,88,20,2.995732273553991
Argentina,88,20,2.995732273553991
US,88,28,3.332204510175204
US,88,40,3.6888794541139363
Argentina,88,18,2.8903717578961645
US,88,14,2.6390573296152584
Italy,88,20,2.995732273553991
US,88,55,4.007333185232471
Italy,88,20,2.995732273553991
Italy,85,10,2.302585092994046
US,85,40,3.6888794541139363
Italy,85,13,2.5649493574615367
US,85,30,3.4011973816621555
Argentina,85,17,2.833213344056216
US,85,30,3.4011973816621555
Italy,85,9,2.1972245773362196
US,85,12,2.4849066497880004
US,85,17,2.833213344056216
Italy,85,17,2.833213344056216
Italy,85,10,2.302585092994046
Italy,85,10,2.302585092994046
US,85,25,3.2188758248682006
US,85,20,2.995732273553991
US,85,15,2.70805020110221
US,85,17,2.833213344056216
US,85,35,3.5553480614894135
Argentina,85,16,2.772588722239781
Italy,85,12,2.4849066497880004
Argentina,85,10,2.302585092994046
US,85,32,3.4657359027997265
US,86,23,3.1354942159291497
France,86,26,3.258096538021482
France,86,30,3.4011973816621555
US,86,35,3.5553480614894135
US,86,23,3.1354942159291497
US,86,15,2.70805020110221
US,86,12,2.4849066497880004
US,86,11,2.3978952727983707
Italy,86,36,3.58351893845611
Italy,86,14,2.6390573296152584
US,86,24,3.1780538303479458
US,86,16,2.772588722239781
France,86,12,2.4849066497880004
Italy,86,24,3.1780538303479458
Italy,86,14,2.6390573296152584
US,86,20,2.995732273553991
US,86,11,2.3978952727983707
Australia,86,15,2.70805020110221
US,86,19,2.9444389791664403
Italy,86,31,3.4339872044851463
US,86,16,2.772588722239781
US,86,22,3.091042453358316
France,86,21,3.044522437723423
US,86,10,2.302585092994046
US,86,12,2.4849066497880004
Italy,86,12,2.4849066497880004
France,88,65,4.174387269895637
Portugal,88,8,2.0794415416798357
France,88,14,2.6390573296152584
Argentina,88,10,2.302585092994046
Italy,88,24,3.1780538303479458
Italy,88,24,3.1780538303479458
Portugal,88,15,2.70805020110221
US,88,40,3.6888794541139363
Portugal,88,11,2.3978952727983707
US,88,20,2.995732273553991
Portugal,88,16,2.772588722239781
Italy,88,17,2.833213344056216
US,88,42,3.7376696182833684
Portugal,88,20,2.995732273553991
US,88,25,3.2188758248682006
US,88,16,2.772588722239781
Argentina,88,12,2.4849066497880004
US,88,34,3.5263605246161616
Italy,88,13,2.5649493574615367
US,86,18,2.8903717578961645
US,86,25,3.2188758248682006
Italy,86,20,2.995732273553991
Italy,86,20,2.995732273553991
France,86,13,2.5649493574615367
US,86,30,3.4011973816621555
US,86,160,5.075173815233827
Italy,86,13,2.5649493574615367
US,86,38,3.6375861597263857
US,86,13,2.5649493574615367
Austria,86,11,2.3978952727983707
France,86,15,2.70805020110221
US,86,20,2.995732273553991
US,86,15,2.70805020110221
Argentina,86,13,2.5649493574615367
US,86,11,2.3978952727983707
US,86,20,2.995732273553991
US,86,8,2.0794415416798357
Austria,86,13,2.5649493574615367
US,86,25,3.2188758248682006
US,86,16,2.772588722239781
France,86,13,2.5649493574615367
France,86,18,2.8903717578961645
France,92,27,3.295836866004329
US,92,50,3.912023005428146
US,92,45,3.8066624897703196
US,92,35,3.5553480614894135
US,92,18,2.8903717578961645
US,92,50,3.912023005428146
Spain,92,65,4.174387269895637
US,92,50,3.912023005428146
US,92,82,4.406719247264253
Italy,92,30,3.4011973816621555
US,92,22,3.091042453358316
US,92,45,3.8066624897703196
France,92,17,2.833213344056216
France,92,20,2.995732273553991
France,92,65,4.174387269895637
France,92,45,3.8066624897703196
France,92,12,2.4849066497880004
France,92,29,3.367295829986474
France,92,27,3.295836866004329
Italy,92,55,4.007333185232471
France,92,35,3.5553480614894135
France,92,30,3.4011973816621555
France,92,30,3.4011973816621555
US,92,95,4.553876891600541
US,92,16,2.772588722239781
Australia,92,25,3.2188758248682006
Spain,92,53,3.970291913552122
France,93,49,3.8918202981106265
Portugal,93,34,3.5263605246161616
US,92,17,2.833213344056216
US,92,28,3.332204510175204
US,92,50,3.912023005428146
US,92,44,3.784189633918261
Spain,92,33,3.4965075614664802
Spain,92,42,3.7376696182833684
US,92,59,4.07753744390572
France,92,88,4.477336814478207
US,92,39,3.6635616461296463
US,92,65,4.174387269895637
Portugal,92,22,3.091042453358316
US,92,55,4.007333185232471
Argentina,92,66,4.189654742026425
US,92,115,4.74493212836325
US,92,35,3.5553480614894135
Italy,92,28,3.332204510175204
Italy,92,24,3.1780538303479458
US,92,59,4.07753744390572
US,90,42,3.7376696182833684
US,90,30,3.4011973816621555
US,90,16,2.772588722239781
US,90,30,3.4011973816621555
Australia,90,69,4.23410650459726
Italy,90,38,3.6375861597263857
US,90,30,3.4011973816621555
Australia,90,36,3.58351893845611
Argentina,90,25,3.2188758248682006
US,90,42,3.7376696182833684
Portugal,90,45,3.8066624897703196
US,90,23,3.1354942159291497
US,90,50,3.912023005428146
US,90,22,3.091042453358316
Portugal,90,36,3.58351893845611
US,90,24,3.1780538303479458
Portugal,90,24,3.1780538303479458
US,90,16,2.772588722239781
US,90,18,2.8903717578961645
US,90,50,3.912023005428146
Australia,90,20,2.995732273553991
US,90,54,3.9889840465642745
US,90,40,3.6888794541139363
US,90,30,3.4011973816621555
US,90,10,2.302585092994046
Australia,90,28,3.332204510175204
Italy,90,45,3.8066624897703196
Australia,90,15,2.70805020110221
US,90,35,3.5553480614894135
US,90,35,3.5553480614894135
US,92,45,3.8066624897703196
US,92,65,4.174387269895637
US,92,45,3.8066624897703196
Italy,92,65,4.174387269895637
France,92,25,3.2188758248682006
US,92,45,3.8066624897703196
US,91,52,3.9512437185814275
US,91,50,3.912023005428146
US,91,55,4.007333185232471
US,91,30,3.4011973816621555
US,91,58,4.060443010546419
Spain,91,24,3.1780538303479458
Spain,91,26,3.258096538021482
France,91,72,4.276666119016055
US,91,48,3.871201010907891
US,91,40,3.6888794541139363
Italy,91,60,4.0943445622221
US,91,30,3.4011973816621555
France,91,50,3.912023005428146
US,91,125,4.8283137373023015
US,91,30,3.4011973816621555
Italy,91,51,3.9318256327243257
France,91,45,3.8066624897703196
US,91,60,4.0943445622221
France,91,60,4.0943445622221
Italy,91,58,4.060443010546419
Spain,91,28,3.332204510175204
US,86,32,3.4657359027997265
France,86,23,3.1354942159291497
US,86,29,3.367295829986474
US,86,11,2.3978952727983707
US,86,22,3.091042453358316
US,86,8,2.0794415416798357
US,86,16,2.772588722239781
US,86,20,2.995732273553991
US,86,25,3.2188758248682006
France,86,23,3.1354942159291497
Italy,86,28,3.332204510175204
US,86,17,2.833213344056216
France,86,30,3.4011973816621555
US,86,28,3.332204510175204
Portugal,86,11,2.3978952727983707
Portugal,86,20,2.995732273553991
US,86,14,2.6390573296152584
Italy,86,18,2.8903717578961645
US,86,40,3.6888794541139363
US,86,18,2.8903717578961645
US,86,32,3.4657359027997265
France,91,22,3.091042453358316
US,91,25,3.2188758248682006
Germany,91,28,3.332204510175204
US,91,37,3.6109179126442243
Australia,91,19,2.9444389791664403
US,91,40,3.6888794541139363
Australia,91,27,3.295836866004329
US,91,31,3.4339872044851463
Australia,91,19,2.9444389791664403
US,91,35,3.5553480614894135
Australia,91,30,3.4011973816621555
US,91,55,4.007333185232471
Italy,91,50,3.912023005428146
Australia,91,40,3.6888794541139363
Germany,91,39,3.6635616461296463
Spain,91,45,3.8066624897703196
Australia,91,35,3.5553480614894135
Germany,91,18,2.8903717578961645
US,91,36,3.58351893845611
Spain,91,55,4.007333185232471
US,91,35,3.5553480614894135
Australia,91,19,2.9444389791664403
US,91,85,4.442651256490317
US,91,52,3.9512437185814275
Australia,91,20,2.995732273553991
Germany,91,25,3.2188758248682006
US,91,135,4.90527477843843
France,91,25,3.2188758248682006
Italy,87,13,2.5649493574615367
Chile,87,5,1.6094379124341003
Austria,87,23,3.1354942159291497
US,87,30,3.4011973816621555
Chile,87,11,2.3978952727983707
US,87,22,3.091042453358316
France,87,13,2.5649493574615367
Chile,87,12,2.4849066497880004
US,87,18,2.8903717578961645
Chile,87,15,2.70805020110221
Italy,87,12,2.4849066497880004
Italy,87,20,2.995732273553991
US,87,45,3.8066624897703196
US,87,65,4.174387269895637
Italy,87,34,3.5263605246161616
US,87,26,3.258096538021482
Italy,87,20,2.995732273553991
France,87,24,3.1780538303479458
Italy,87,15,2.70805020110221
US,87,30,3.4011973816621555
US,87,28,3.332204510175204
US,87,30,3.4011973816621555
US,87,20,2.995732273553991
Italy,87,24,3.1780538303479458
Italy,87,24,3.1780538303479458
Chile,87,25,3.2188758248682006
US,87,19,2.9444389791664403
Chile,87,14,2.6390573296152584
Germany,87,80,4.382026634673881
US,87,24,3.1780538303479458
US,87,39,3.6635616461296463
Chile,87,19,2.9444389791664403
US,87,27,3.295836866004329
US,87,16,2.772588722239781
US,88,18,2.8903717578961645
US,88,28,3.332204510175204
Italy,88,17,2.833213344056216
US,88,21,3.044522437723423
US,88,19,2.9444389791664403
US,88,18,2.8903717578961645
Chile,88,18,2.8903717578961645
France,88,44,3.784189633918261
US,88,17,2.833213344056216
Italy,88,19,2.9444389791664403
US,88,35,3.5553480614894135
Italy,88,19,2.9444389791664403
US,88,16,2.772588722239781
Spain,88,22,3.091042453358316
Italy,88,27,3.295836866004329
US,88,16,2.772588722239781
US,88,18,2.8903717578961645
Italy,88,40,3.6888794541139363
Italy,88,50,3.912023005428146
US,88,10,2.302585092994046
US,88,35,3.5553480614894135
France,88,42,3.7376696182833684
US,85,45,3.8066624897703196
US,85,38,3.6375861597263857
Germany,85,63,4.143134726391533
Spain,85,6,1.791759469228055
US,85,18,2.8903717578961645
France,85,30,3.4011973816621555
US,85,32,3.4657359027997265
US,85,12,2.4849066497880004
France,85,23,3.1354942159291497
France,85,24,3.1780538303479458
US,85,24,3.1780538303479458
Italy,85,10,2.302585092994046
US,85,10,2.302585092994046
US,85,11,2.3978952727983707
Portugal,85,13,2.5649493574615367
US,85,27,3.295836866004329
US,85,13,2.5649493574615367
US,85,18,2.8903717578961645
Italy,85,16,2.772588722239781
Spain,85,13,2.5649493574615367
Portugal,85,10,2.302585092994046
US,85,56,4.02535169073515
Portugal,85,15,2.70805020110221
Portugal,85,9,2.1972245773362196
Spain,85,13,2.5649493574615367
Chile,90,21,3.044522437723423
US,90,18,2.8903717578961645
Italy,90,50,3.912023005428146
US,90,40,3.6888794541139363
US,90,40,3.6888794541139363
US,90,32,3.4657359027997265
Italy,90,26,3.258096538021482
US,86,25,3.2188758248682006
US,86,22,3.091042453358316
US,86,48,3.871201010907891
Chile,85,35,3.5553480614894135
Portugal,85,11,2.3978952727983707
US,85,25,3.2188758248682006
US,85,24,3.1780538303479458
France,85,16,2.772588722239781
US,85,29,3.367295829986474
Italy,85,13,2.5649493574615367
US,85,13,2.5649493574615367
Italy,85,31,3.4339872044851463
France,85,35,3.5553480614894135
France,85,15,2.70805020110221
US,85,50,3.912023005428146
Italy,85,12,2.4849066497880004
Italy,85,29,3.367295829986474
France,85,16,2.772588722239781
France,85,16,2.772588722239781
US,85,43,3.7612001156935624
US,85,42,3.7376696182833684
Italy,85,13,2.5649493574615367
US,85,20,2.995732273553991
US,85,25,3.2188758248682006
US,85,24,3.1780538303479458
Chile,85,19,2.9444389791664403
France,85,17,2.833213344056216
Portugal,85,10,2.302585092994046
Chile,93,40,3.6888794541139363
US,93,70,4.248495242049359
US,93,44,3.784189633918261
US,93,48,3.871201010907891
France,93,24,3.1780538303479458
US,93,58,4.060443010546419
US,93,56,4.02535169073515
US,93,55,4.007333185232471
US,93,85,4.442651256490317
Italy,93,85,4.442651256490317
US,93,68,4.219507705176107
France,93,53,3.970291913552122
France,93,60,4.0943445622221
France,93,32,3.4657359027997265
US,93,150,5.0106352940962555
France,93,58,4.060443010546419
France,93,55,4.007333185232471
France,93,55,4.007333185232471
US,93,62,4.127134385045092
US,93,60,4.0943445622221
US,93,48,3.871201010907891
US,93,65,4.174387269895637
US,93,38,3.6375861597263857
US,93,33,3.4965075614664802
US,93,50,3.912023005428146
France,93,260,5.560681631015528
US,93,46,3.828641396489095
US,93,55,4.007333185232471
France,90,14,2.6390573296152584
France,90,22,3.091042453358316
France,90,40,3.6888794541139363
US,90,25,3.2188758248682006
US,90,29,3.367295829986474
US,90,40,3.6888794541139363
US,90,22,3.091042453358316
France,90,35,3.5553480614894135
Portugal,90,15,2.70805020110221
Argentina,90,50,3.912023005428146
Portugal,89,14,2.6390573296152584
Portugal,89,15,2.70805020110221
US,93,62,4.127134385045092
US,93,50,3.912023005428146
Australia,93,120,4.787491742782046
US,93,34,3.5263605246161616
US,93,60,4.0943445622221
US,93,40,3.6888794541139363
France,93,22,3.091042453358316
France,93,30,3.4011973816621555
France,93,42,3.7376696182833684
France,93,25,3.2188758248682006
US,93,46,3.828641396489095
France,93,46,3.828641396489095
France,93,37,3.6109179126442243
France,93,45,3.8066624897703196
Italy,93,50,3.912023005428146
US,93,75,4.31748811353631
US,93,38,3.6375861597263857
US,93,35,3.5553480614894135
US,93,64,4.1588830833596715
US,93,34,3.5263605246161616
US,93,50,3.912023005428146
US,93,50,3.912023005428146
US,93,125,4.8283137373023015
US,93,42,3.7376696182833684
US,93,42,3.7376696182833684
US,93,32,3.4657359027997265
US,93,70,4.248495242049359
Italy,93,70,4.248495242049359
US,90,22,3.091042453358316
US,90,16,2.772588722239781
US,90,29,3.367295829986474
US,90,22,3.091042453358316
US,90,40,3.6888794541139363
Spain,90,20,2.995732273553991
US,90,47,3.8501476017100584
US,90,40,3.6888794541139363
US,90,50,3.912023005428146
France,90,18,2.8903717578961645
US,90,75,4.31748811353631
US,90,55,4.007333185232471
US,90,29,3.367295829986474
Portugal,90,15,2.70805020110221
France,90,28,3.332204510175204
France,90,30,3.4011973816621555
France,90,15,2.70805020110221
France,90,37,3.6109179126442243
US,90,22,3.091042453358316
US,90,35,3.5553480614894135
US,90,28,3.332204510175204
US,90,34,3.5263605246161616
Italy,90,39,3.6635616461296463
Chile,90,60,4.0943445622221
US,90,90,4.499809670330265
Spain,87,10,2.302585092994046
Spain,87,30,3.4011973816621555
US,87,29,3.367295829986474
Chile,87,14,2.6390573296152584
US,87,38,3.6375861597263857
US,87,25,3.2188758248682006
US,87,28,3.332204510175204
US,87,23,3.1354942159291497
France,87,14,2.6390573296152584
US,87,21,3.044522437723423
US,87,35,3.5553480614894135
Italy,87,19,2.9444389791664403
US,87,20,2.995732273553991
Argentina,87,20,2.995732273553991
US,87,29,3.367295829986474
US,87,24,3.1780538303479458
France,87,25,3.2188758248682006
Spain,87,11,2.3978952727983707
Spain,87,14,2.6390573296152584
France,85,27,3.295836866004329
US,85,25,3.2188758248682006
France,85,13,2.5649493574615367
US,85,25,3.2188758248682006
Portugal,85,15,2.70805020110221
Italy,85,26,3.258096538021482
US,85,28,3.332204510175204
Chile,85,15,2.70805020110221
US,85,14,2.6390573296152584
Chile,85,13,2.5649493574615367
Portugal,85,5,1.6094379124341003
US,85,15,2.70805020110221
France,85,8,2.0794415416798357
US,85,19,2.9444389791664403
US,85,36,3.58351893845611
US,85,30,3.4011973816621555
France,85,16,2.772588722239781
Chile,85,14,2.6390573296152584
US,85,25,3.2188758248682006
Portugal,85,12,2.4849066497880004
Italy,85,45,3.8066624897703196
US,85,11,2.3978952727983707
France,85,10,2.302585092994046
